Ax,Ay,Az,Gx,Gy,Gz,Label
0.03,1,0.03,-1.02,0.51,-0.11,KIRI
0.02,1,0.03,-1.19,0.33,-0.71,KIRI
0.03,1,0.03,-1.21,0.29,0.67,KIRI
0.02,0.99,0.04,-0.71,0.47,1.87,KIRI
0,1,0.04,-0.86,0.27,1.34,KIRI
0.02,1,0.03,-1.31,0.35,0.27,KIRI
0.01,0.99,0.02,-1.25,0.43,0.37,KIRI
0.03,1,0.03,-0.92,0.47,1.05,KIRI
0.05,0.99,0.03,-1.05,0.36,-0.11,KIRI
0.03,1,0.03,-0.81,0.38,0.53,KIRI
0.02,1,0.03,-0.89,0.41,1.11,KIRI
0.02,1,0.03,-0.95,0.53,1.53,KIRI
0.01,1,0.04,-0.86,0.32,1.02,KIRI
0.01,1.01,0.03,-1.01,0.41,0.91,KIRI
0.02,1,0.04,-1.25,0.35,0.31,KIRI
0.01,1,0.03,-0.77,0.22,0.63,KIRI
0.03,1,0.03,-0.84,0.51,0.95,KIRI
0.02,1,0.03,-0.85,0.24,0.49,KIRI
0.03,1,0.03,-1.05,0.39,0.17,KIRI
0.02,1,0.03,-1.18,0.29,-0.73,KIRI
0.01,1,0.02,-1.05,0.47,0.27,KIRI
0.02,1,0.03,-1.21,0.18,-0.1,KIRI
0.01,1,0.04,-1.32,0.44,-0.4,KIRI
0.02,1,0.02,-1.16,0.47,-0.12,KIRI
0.02,1,0.03,-1.02,0.26,0.28,KIRI
0.01,1.06,-0.07,-0.08,-0.32,-2.12,KIRI
0.02,0.99,0.03,-1.13,0.34,0.98,KIRI
0.01,1,0.03,-1.11,0.27,0.64,KIRI
0.01,1,0.04,-1.26,0.47,-0.71,KIRI
0.01,1,0.04,-0.74,0.4,0.38,KIRI
0.02,1,0.02,-0.98,0.27,0.42,KIRI
0.01,1,0.03,-1.02,0.26,0.11,KIRI
0.01,1,0.03,-0.73,0.52,1.2,KIRI
0.01,1,0.04,-0.91,0.42,1.37,KIRI
0.03,1,0.03,-1.17,0.44,0.36,KIRI
0.02,0.99,0.03,-1.33,0.36,-0.79,KIRI
0,1,0.03,-1.34,0.35,0.85,KIRI
0.01,1.05,0.06,-0.13,0.37,0.21,KIRI
0.01,1,0.02,-1.06,0.24,0.28,KIRI
0.02,1,0.03,-0.82,0.48,-0.07,KIRI
0.01,0.99,0.02,-1.31,0.35,0.21,KIRI
0.02,1.01,0,-1.64,0.54,0.29,KIRI
0.09,1.36,0.27,1.37,0.73,-1.42,KIRI
0,1,0.05,-1.18,0.56,1.02,KIRI
0.01,1,0.02,-0.82,0.6,1.25,KIRI
0.01,1,0.04,-1.88,0.56,-0.86,KIRI
0,1.01,0.04,-0.95,0.43,-0.87,KIRI
0,1.01,0.03,-1.2,0.48,0.4,KIRI
0.03,1,0.03,-0.05,0.76,2.66,KIRI
0.01,1,0.03,-1.19,0.3,0.18,KIRI
0.03,1,0.03,-0.56,0.47,-0.67,KIRI
0.02,0.99,0.02,-0.97,0.48,1.4,KIRI
0.02,1,0.03,-0.96,0.34,0.47,KIRI
0.01,1,0.03,-1.16,0.58,0.65,KIRI
0.02,1,0.02,-1.48,0.26,-0.7,KIRI
0.03,1,0.02,-1.46,0.38,-1.33,KIRI
0.02,1,0.03,-1.08,0.33,0.25,KIRI
0,1,0.04,-1.01,0.37,1.29,KIRI
0.01,1,0.02,-1.24,0.48,0.37,KIRI
0.02,1,0.03,-1.23,0.31,0.05,KIRI
0.01,1,0.02,-1.05,0.39,-0.13,KIRI
0.03,1,0.04,-1.33,0.47,0.13,KIRI
0.02,1,0.02,-1.17,0.41,0.49,KIRI
0.01,1,0.04,-1.07,0.38,0.39,KIRI
0.02,1,0.03,-0.84,0.26,0.45,KIRI
0.03,1,0.03,-0.94,0.44,0.73,KIRI
0.01,1,0.03,-0.89,0.43,0.66,KIRI
0.02,1,0.04,-1.03,0.37,0.79,KIRI
0.01,1,0.03,-1.16,0.31,0.09,KIRI
0.02,1,0.02,-1.08,0.51,0.04,KIRI
0.03,1,0.03,-0.98,0.44,0.15,KIRI
0.01,1,0.02,-0.89,0.26,1.05,KIRI
0.02,1,0.03,-1.24,0.4,0.03,KIRI
0.02,0.99,0.04,-1.18,0.4,0.29,KIRI
0.01,1,0.03,-1.19,0.38,-0.31,KIRI
0.01,1,0.03,-1.05,0.4,0.4,KIRI
0.01,1,0.03,-1.18,0.32,0.35,KIRI
0.02,1,0.04,-1.16,0.31,0.05,KIRI
0.02,0.99,0.03,-1.22,0.63,0.42,KIRI
0.02,1,0.03,-1.24,0.45,0.28,KIRI
0.03,1,0.04,-1.21,0.5,0.11,KIRI
0.02,1,0.03,-1.12,0.67,0.85,KIRI
0.02,1,0.03,-0.97,0.3,-0.27,KIRI
0.01,1,0.03,-1.24,0.44,0,KIRI
0.02,1,0.02,-0.91,0.45,0.82,KIRI
0.03,1,0.02,-0.97,0.47,0.06,KIRI
0.02,1,0.03,-1.37,0.18,-0.55,KIRI
0.02,1,0.03,-1.08,0.16,0.73,KIRI
0.01,1,0.02,-1.06,0.37,0.01,KIRI
0.02,1,0.03,-1.28,0.49,-0.4,KIRI
0.01,1,0.04,-1.12,0.28,-0.05,KIRI
0.02,1,0.03,-1.3,0.66,0.11,KIRI
0.02,1.01,0.03,-0.95,0.27,0.21,KIRI
0.02,1,0.04,-0.95,0.52,0.56,KIRI
0.02,1,0.04,-1.05,0.44,0.37,KIRI
0.02,1,0.03,-1.24,0.37,-0.45,KIRI
0.02,1,0.01,-1.24,0.33,0.15,KIRI
0.02,1,0.03,-0.92,0.47,0.69,KIRI
0.02,1,0.04,-1.04,0.43,0.02,KIRI
0.02,1,0.03,-1.03,0.44,-0.47,KIRI
0.02,1,0.04,-1.28,0.56,-0.82,KIRI
0.01,0.99,0.04,-1.24,0.34,-0.59,KIRI
0.02,1,0.03,-1.14,0.26,-0.06,KIRI
0.02,1,0.03,-1.3,0.3,-0.82,KIRI
0.02,1,0.03,-1.29,0.34,-0.09,KIRI
0,1,0.02,-1.1,-0.61,-5.24,KIRI
0.06,0.99,0.02,-1.32,0.68,1.89,KIRI
0.02,1,0.03,-1.92,1.22,0.78,KIRI
0.03,0.99,0.01,-1.45,0.24,-1.53,KIRI
0.01,1,0.03,-0.82,0.27,1.04,KIRI
0.01,1,0.03,-0.92,0.33,1.56,KIRI
0.01,1,0.03,-0.9,0.41,-0.42,KIRI
0.01,1,0.03,-0.99,0.27,0.33,KIRI
0.02,1,0.04,-1.08,0.31,0.2,KIRI
0.02,1,0.03,-1.11,0.25,0.15,KIRI
0.02,1,0.03,-1.43,0.35,0.31,KIRI
0,1,0.04,-1.02,0.27,0.46,KIRI
0.02,1,0.03,-1.27,0.57,0.54,KIRI
0.01,1,0.03,-0.53,0.3,1.37,KIRI
0.01,1.01,0.03,-1.23,0.28,0.16,KIRI
0.01,1,0.04,-1.14,0.42,0.09,KIRI
0,1,0.02,-1.21,0.43,0.89,KIRI
0.02,1,0.02,-1.18,0.33,0.91,KIRI
0.02,1,0.03,-1.29,0.46,-0.98,KIRI
0.01,1,0.03,-1.19,0.35,-0.01,KIRI
0.02,1,0.03,-1.1,0.39,0.56,KIRI
0.01,1,0.03,-1.42,0.65,-0.04,KIRI
0,1,0.03,-1.25,0.47,-0.21,KIRI
0,1,0.03,-1.34,0.48,-0.55,KIRI
0.01,1,0.02,-1.09,0.46,-0.22,KIRI
0.01,0.99,0.04,-1.37,0.5,-0.27,KIRI
0,1,0.02,-1.26,0.34,-1.09,KIRI
0.02,1,0.03,-1.32,0.47,-0.16,KIRI
0.01,1,0.03,-0.85,0.47,0.23,KIRI
0.01,1,0.02,-1.04,0.43,0,KIRI
0.02,1,0.03,-1.03,0.53,-0.47,KIRI
0.01,1,0.04,-1.05,0.53,0.05,KIRI
0.01,1,0.02,-0.92,0.3,0.44,KIRI
0.01,1,0.02,-1.15,0.44,0.83,KIRI
0.01,1,0.03,-1.27,0.33,-0.15,KIRI
0.01,1,0.03,-1.41,0.59,0.34,KIRI
0.01,1,0.02,-1.16,0.23,-0.16,KIRI
-0.01,-0.99,0.01,-0.63,0.28,1.02,KANAN
-0.01,-0.99,0.01,-1.36,0.34,-1.03,KANAN
-0.02,-0.99,0.01,-0.73,0.34,1.37,KANAN
-0.02,-0.99,0.01,-1.47,0.62,-0.57,KANAN
-0.01,-0.99,0.01,-1.25,0.47,5.98,KANAN
-0.01,-0.99,0.01,-1.59,0.37,1.03,KANAN
-0.01,-0.99,0,-1.44,0.44,5.85,KANAN
-0.02,-0.99,0.01,-0.76,0.39,-0.44,KANAN
-0.02,-1,0.01,-0.76,0.37,-8.2,KANAN
-0.01,-0.99,0,-1.03,0.53,-0.11,KANAN
0,-0.99,0.01,-1.25,0.41,-0.77,KANAN
-0.02,-1,0,-0.92,0.35,-10.16,KANAN
-0.01,-1,0,-1.03,0.45,-3.66,KANAN
-0.01,-0.99,0,-1.34,0.39,2.66,KANAN
-0.01,-1,0,-1.12,0.69,2.36,KANAN
-0.01,-0.99,0.01,-1.05,0.3,-0.14,KANAN
-0.01,-1,-0.01,-0.96,0.29,0.69,KANAN
-0.01,-0.99,0,-0.98,0.6,0.55,KANAN
0,-0.99,0.01,-1.44,0.5,4.27,KANAN
0,-1,0,-0.3,0.58,-2.64,KANAN
-0.01,-0.99,0,-0.86,0.47,-0.62,KANAN
-0.01,-1,0.01,-0.5,0.46,-3.4,KANAN
-0.01,-1,0.01,-1.34,0.4,3.94,KANAN
-0.01,-0.99,0.01,-1.06,0.4,3.27,KANAN
0,-0.99,0.01,-0.84,0.24,-1.19,KANAN
-0.01,-1,0.01,-1.47,0.48,0.92,KANAN
-0.01,-1,0.01,-1.18,0.57,1.52,KANAN
-0.01,-0.99,0,-1.25,0.35,2.05,KANAN
-0.01,-1,0.01,-0.89,0.5,1.37,KANAN
0,-0.99,0,-1.73,0.41,9.25,KANAN
0.01,-0.98,0,-0.79,0.35,1.45,KANAN
-0.01,-0.99,0.01,-0.76,0.39,0.53,KANAN
0,-1,0,-0.56,0.35,2.51,KANAN
0,-0.99,0.01,-0.73,0.54,-1.64,KANAN
0,-0.98,0.01,-0.08,0.43,-9.61,KANAN
-0.01,-0.99,0,-1.48,0.29,-0.2,KANAN
-0.01,-1,0.01,-1.24,0.4,1.02,KANAN
0,-0.99,-0.01,-1.73,0.49,-0.06,KANAN
-0.01,-0.99,0.01,-0.91,0.29,-1.85,KANAN
-0.01,-0.99,0.02,-1.16,0.44,-0.97,KANAN
-0.01,-0.99,0.02,-1.07,0.24,0.21,KANAN
-0.01,-0.99,0.01,-1.24,0.47,-1.22,KANAN
0,-1,0.01,-1.39,0.58,0.76,KANAN
-0.01,-0.99,0.01,-1.2,0.37,3.9,KANAN
0,-0.98,0,-1.39,0.47,1.48,KANAN
-0.01,-0.99,0.01,-0.95,0.24,0.68,KANAN
-0.01,-0.99,0,-1.18,0.63,-1.44,KANAN
-0.01,-0.99,0.02,-0.86,0.37,-1.05,KANAN
-0.01,-1,-0.01,-1.24,0.4,-1.05,KANAN
-0.01,-1,0,-1.2,0.24,-0.56,KANAN
-0.01,-1,0.01,-1.11,0.5,-0.24,KANAN
-0.01,-1,0.01,-1.44,0.42,0.27,KANAN
-0.01,-0.99,0,-1.15,0.5,2,KANAN
-0.01,-0.99,0,-1.15,0.37,0.35,KANAN
-0.01,-1,0.01,-1.02,0.4,-1.21,KANAN
-0.01,-0.99,0.01,-0.85,0.4,-1.6,KANAN
0,-0.99,0,-1.14,0.31,3.38,KANAN
-0.01,-0.99,0.01,-0.98,0.37,2.24,KANAN
-0.01,-1,0.01,-0.61,0.48,-0.5,KANAN
0,-1,0.01,-0.56,0.38,0.74,KANAN
-0.01,-1,0.02,-1,0.24,-1.29,KANAN
-0.01,-1,0,-0.82,0.29,2,KANAN
-0.01,-1,0,-1.29,0.25,0.22,KANAN
0,-0.99,0.01,-1.21,0.43,-2.71,KANAN
-0.01,-0.99,0.02,-0.86,0.36,-0.94,KANAN
-0.01,-1,0,-0.98,0.32,1.04,KANAN
-0.01,-1,0.01,-1.1,0.35,2.29,KANAN
-0.01,-0.99,-0.01,-0.98,0.28,0.57,KANAN
-0.01,-0.99,0.01,-0.81,0.21,-0.12,KANAN
-0.02,-1,0.01,-0.79,0.4,-2.73,KANAN
-0.02,-1,0.01,-1.23,0.45,1.98,KANAN
-0.01,-0.99,0.01,-1.05,0.56,0.67,KANAN
-0.01,-0.99,0,-1.19,0.57,-0.56,KANAN
-0.01,-0.99,0,-1.24,0.32,0.89,KANAN
-0.02,-1,0,-1.12,0.46,1.09,KANAN
-0.02,-0.99,0.01,-1.26,0.51,1.77,KANAN
-0.01,-0.99,0,-1.21,0.5,0.57,KANAN
-0.01,-0.99,0,-1.76,0.37,-0.25,KANAN
-0.02,-0.99,0.01,-1.05,0.25,4.46,KANAN
-0.01,-0.99,0.01,-0.95,0.39,1.76,KANAN
-0.02,-0.99,0.01,-1.15,0.42,-1.23,KANAN
-0.02,-0.99,0.01,-1.16,0.56,-0.11,KANAN
-0.01,-0.99,0.01,-1.01,0.56,2.9,KANAN
-0.01,-1,0,-1.14,0.35,-0.83,KANAN
-0.02,-0.99,0,-0.52,0.46,-2.47,KANAN
-0.02,-1,0.01,-0.85,0.26,2.13,KANAN
-0.01,-1,0.01,-1.39,0.37,2.73,KANAN
-0.02,-0.99,0.01,-1.38,0.46,-0.21,KANAN
-0.01,-0.99,0,-0.9,0.39,0.98,KANAN
-0.01,-0.99,-0.01,-1.25,0.41,1.62,KANAN
-0.01,-0.99,0,-1.4,0.56,0.72,KANAN
-0.01,-0.99,0.01,-1.25,0.41,-0.87,KANAN
-0.02,-1,0.01,-1.02,0.24,-1.23,KANAN
-0.01,-1,0,-0.97,0.53,-0.76,KANAN
-0.02,-0.99,0.01,-1.27,0.37,1.4,KANAN
-0.01,-0.99,0.01,-1.11,0.44,1.24,KANAN
-0.02,-0.99,0,-0.81,0.31,1.06,KANAN
-0.02,-1,0,-0.94,0.44,1.92,KANAN
-0.02,-0.99,0,-1.2,0.27,1.11,KANAN
-0.01,-0.99,0,-1.24,0.5,-1.63,KANAN
-0.02,-0.99,0.01,-0.79,0.56,-0.62,KANAN
-0.02,-0.99,0.01,-0.98,0.31,-0.18,KANAN
-0.01,-1,0.01,-0.76,0.34,0.56,KANAN
-0.02,-0.99,0.01,-1.14,0.54,-0.35,KANAN
-0.02,-0.99,0.02,-1.26,0.24,-2.69,KANAN
-0.02,-0.99,0.01,-1.03,0.37,-0.63,KANAN
-0.01,-0.99,0,-1.22,0.66,0.8,KANAN
-0.02,-0.99,0.01,-1.06,0.38,-1.05,KANAN
-0.02,-0.99,0.01,-1.4,0.38,-0.26,KANAN
-0.02,-1,0,-1.14,0.34,2.19,KANAN
-0.02,-1,0,-0.99,0.37,0.66,KANAN
-0.02,-1,0.01,-0.76,0.52,0.35,KANAN
-0.03,-0.99,0.01,-0.97,0.56,0.21,KANAN
-0.02,-1,0.01,-0.89,0.37,0.44,KANAN
-0.02,-0.99,0.01,-0.98,0.31,1.89,KANAN
0,-0.99,0.01,-1.02,0.27,-0.54,KANAN
-0.02,-0.99,0,-0.75,0.47,-0.66,KANAN
-0.02,-0.99,0.01,-0.96,0.6,0.21,KANAN
-0.02,-1,0,-0.6,0.52,0.68,KANAN
-0.02,-0.99,0.01,-0.78,0.34,-0.46,KANAN
-0.02,-1,0,-1.37,0.37,-1.34,KANAN
-0.02,-0.99,0,-0.98,0.56,-1.7,KANAN
-0.02,-0.99,0.01,-0.92,0.34,1.56,KANAN
-0.02,-0.99,0.01,-1.34,0.52,1.34,KANAN
-0.02,-0.99,0.01,-1.34,0.42,-0.69,KANAN
-0.02,-0.99,0.01,-0.76,0.45,-0.56,KANAN
-0.02,-0.99,0.01,-0.97,0.44,-0.23,KANAN
-0.02,-0.99,0.01,-1.16,0.47,-0.34,KANAN
-0.02,-1,0.01,-1,0.66,-1.52,KANAN
-0.02,-1,0.01,-1.13,0.37,-0.37,KANAN
-0.02,-1,0.01,-0.99,0.28,0.77,KANAN
-0.01,-0.99,0,-1.11,0.35,-3.17,KANAN
-0.02,-0.99,0.01,-0.85,0.29,-1.82,KANAN
-0.02,-0.99,0,-1.21,0.49,-0.28,KANAN
-0.01,-0.99,0,-1.25,0.46,1.89,KANAN
-0.02,-1.01,0.01,-0.99,0.34,1.58,KANAN
-0.02,-0.99,0.02,-0.95,0.4,1.41,KANAN
-0.02,-0.99,0,-1.25,0.5,-0.81,KANAN
-0.02,-0.99,0.01,-1.11,0.47,0.18,KANAN
-0.02,-0.99,0.01,-1.21,0.36,0.27,KANAN
-0.02,-1,0.01,-1.24,0.51,1.27,KANAN
-0.02,-1,0,-0.92,0.44,0.26,KANAN
-0.02,-0.99,0.01,-0.9,0.34,0.31,KANAN
-0.02,-1,0.01,-1.11,0.59,1.97,KANAN
-0.02,-0.99,0.01,-1.44,0.43,1.85,KANAN
-0.03,-0.99,0,-1.19,0.42,0.34,KANAN
-0.02,-0.99,0.01,-1.15,0.58,-0.21,KANAN
-0.02,-1,0.01,-1.07,0.55,-2.05,KANAN
-0.02,-1,0.01,-1.18,0.56,-0.4,KANAN
-0.02,-0.99,0.01,-1.57,0.34,0.89,KANAN
-0.02,-0.99,0.02,-0.85,0.53,0.2,KANAN
-0.02,-0.99,0.01,-0.92,0.43,2.61,KANAN
-0.03,-0.99,0,-1.24,0.5,1.01,KANAN
-0.02,-0.99,0,-0.98,0.34,0.12,KANAN
-0.02,-0.99,0.01,-1.17,0.44,-0.34,KANAN
-0.02,-0.99,0.01,-0.69,0.25,-1.69,KANAN
-0.02,-0.99,0.01,-0.82,0.4,-0.2,KANAN
-0.02,-1,0,-0.85,0.33,1.18,KANAN
-0.02,-0.99,0.01,-1.28,0.47,-0.79,KANAN
-0.01,-0.99,0,-1.38,0.29,-1.47,KANAN
-0.02,-0.99,0.01,-1.21,0.4,-2.02,KANAN
-0.03,-0.99,0.01,-1.06,0.39,-0.81,KANAN
-0.02,-1,0,-1.5,0.47,0.98,KANAN
-0.03,-0.99,0.01,-0.85,0.29,1.69,KANAN
-0.01,-1.02,0.01,-1.03,0.42,-0.47,KANAN
-0.02,-1,0.01,-1,0.24,0.54,KANAN
-0.02,-0.99,0,-0.9,0.31,-1.02,KANAN
-0.02,-0.99,0.01,-1.16,0.38,-0.9,KANAN
-0.02,-1,0.01,-0.95,0.47,-1,KANAN
-0.02,-1,0,-0.91,0.4,0.03,KANAN
-0.02,-0.99,0,-0.98,0.27,1,KANAN
-0.02,-0.99,0,-1.18,0.57,2.25,KANAN
-0.02,-0.99,0,-1.01,0.3,0.9,KANAN
-0.02,-0.99,0,-1.13,0.47,-1.17,KANAN
-0.02,-0.99,0.01,-1.04,0.47,0.15,KANAN
-0.04,-0.99,0.01,-1.27,0.41,-0.14,KANAN
-0.03,-1,0.01,-1.17,0.47,2.55,KANAN
-0.03,-0.99,0,-1.18,0.4,0.3,KANAN
-0.03,-0.99,0.01,-1.11,0.43,-0.68,KANAN
-0.03,-1,0.01,-0.98,0.66,-0.79,KANAN
-0.03,-0.99,0.01,-0.92,0.39,-0.64,KANAN
-0.03,-0.99,-0.01,-1.2,0.51,-4.05,KANAN
-0.03,-1,0,-1.11,0.4,0.37,KANAN
-0.02,-0.99,0,-0.89,0.45,0.6,KANAN
-0.03,-0.99,0,-1.54,0.65,-0.57,KANAN
-0.03,-0.99,0,-2.15,0.49,0.25,KANAN
-0.02,-1,0.01,-1.02,0.68,-0.36,KANAN
-0.02,-1,0.01,-1.17,0.5,0.05,KANAN
-0.02,-0.99,0.01,-1.56,0.44,-1.09,KANAN
-0.02,-0.99,0,-1.12,0.4,-2.33,KANAN
-0.02,-1,0,-1.14,0.56,-1.09,KANAN
-0.02,-0.99,0,-1.38,0.4,1.34,KANAN
-0.02,-0.99,0,-1.49,0.45,0.08,KANAN
-0.02,-0.99,0.01,-0.85,0.36,-0.17,KANAN
-0.01,-0.99,0.02,-0.87,0.33,0.13,KANAN
-0.02,-0.99,0,-1.38,0.36,-0.06,KANAN
-0.01,-0.99,0,-0.89,0.54,-0.32,KANAN
-0.02,-1,0.01,-1.27,0.3,-0.4,KANAN
-0.02,-0.99,0,-1.63,0.64,-1.11,KANAN
-0.03,-0.99,0,-1.12,0.3,0.02,KANAN
-0.01,-0.99,0.01,-0.64,0.53,1.53,KANAN
-0.02,-0.99,0.01,-0.76,0.28,-0.49,KANAN
-0.02,-0.99,0,-1.09,0.45,0.17,KANAN
-0.01,-0.99,0.01,-1.28,0.56,1.84,KANAN
-0.02,-0.99,0.01,-1.27,0.38,0.08,KANAN
-0.02,-0.99,0.01,-1.17,0.37,-0.95,KANAN
-0.02,-1,0.01,-1.27,0.56,0.69,KANAN
-0.02,-1,0,-0.93,0.49,2.07,KANAN
-0.02,-0.99,0,-1.27,0.5,-0.11,KANAN
-0.02,-0.99,0,-0.82,0.4,-1.47,KANAN
-0.02,-1,0.01,-1.24,0.58,0.87,KANAN
-0.02,-0.99,0.01,-0.85,0.27,-0.68,KANAN
-0.02,-1,0,-1.46,0.27,-2.8,KANAN
-0.03,-1,0,-1.21,0.23,-1.34,KANAN
-0.02,-1,0.01,-0.87,0.41,-0.79,KANAN
-0.02,-0.99,0.01,-1.05,0.6,-1.21,KANAN
-0.02,-0.99,0.01,-0.89,0.47,-1.73,KANAN
-0.03,-0.99,0,-1.15,0.47,-1.89,KANAN
-0.02,-1,0,-1.08,0.45,0.79,KANAN
-0.02,-0.98,0.01,-0.94,0.42,-0.24,KANAN
-0.02,-0.99,0.01,-1.08,0.47,-1.69,KANAN
-0.03,-1,0,-1.08,0.5,1.62,KANAN
-0.02,-1,0,-1.35,0.5,1.44,KANAN
-0.02,-0.99,0.01,-1.2,0.44,-0.21,KANAN
-0.02,-0.99,0,-0.97,0.31,-3.42,KANAN
-0.03,-1,0,-1.26,0.24,1.14,KANAN
-0.03,-0.99,0.01,-1.16,0.29,1.56,KANAN
-0.02,-0.99,0,-0.84,0.4,0.18,KANAN
-0.03,-1,0,-1.03,0.53,1.91,KANAN
-0.02,-0.99,0.01,-1.41,0.31,3.39,KANAN
-0.02,-0.99,0,-1.15,0.27,0.41,KANAN
-0.02,-0.99,0.01,-1.14,0.37,-1.64,KANAN
-0.02,-1,0.01,-0.97,0.27,-0.71,KANAN
-0.02,-0.99,0.01,-1.37,0.43,1.24,KANAN
-0.01,-0.98,0,-1.47,0.42,1.85,KANAN
-0.02,-0.99,0,-0.85,0.46,-3.13,KANAN
-0.02,-1,0.01,-0.93,0.28,-0.18,KANAN
-0.02,-0.99,0,-1.1,0.56,-0.04,KANAN
-0.02,-1,0,-1.06,0.5,2.89,KANAN
-0.01,-1,0.01,-1.02,0.44,-0.12,KANAN
-0.03,-1,0,-1.21,0.4,-0.58,KANAN
-0.02,-1,0,-0.9,0.53,1.41,KANAN
-0.02,-0.99,0.01,-1.26,0.31,1.01,KANAN
-0.02,-0.99,0,-1.13,0.27,-1.27,KANAN
-0.03,-1,0,-0.63,0.43,0.39,KANAN
-0.02,-0.99,0.01,-0.93,0.62,-0.58,KANAN
-0.02,-1,0.01,-0.74,0.48,-1.11,KANAN
-0.02,-1,0.01,-0.98,0.36,-0.62,KANAN
-0.02,-0.99,0.01,-0.96,0.42,-1.69,KANAN
-0.03,-0.99,0.01,-1.08,0.47,2.18,KANAN
